Transaction ID,Date,Account Number,Bank Name,Bank Statement Amount,Book Records Amount,Match Status
TXN-002356,2029-06-13,ACCT-908925,Citibank,-4.0053577,-4.0965075,Break
TXN-002357,2029-06-14,ACCT-717423,Citibank,-4.005636,-4.097636,Break
TXN-002360,2029-06-17,ACCT-862299,Bank of America,-4.005636,-4.097636,Break
TXN-002362,2029-06-19,ACCT-755597,Wells Fargo,-4.004509,-4.0953665,Break
TXN-002366,2029-06-23,ACCT-360785,HSBC,-4.0027957,-4.096019,Match
TXN-002368,2029-06-25,ACCT-960917,Citibank,-3.9482064,-3.935058,Break
TXN-002369,2029-06-26,ACCT-970558,Citibank,-3.8310664,-3.9595025,Match
TXN-002372,2029-06-29,ACCT-571058,Bank of America,-4.005373,-4.096917,Break
TXN-002377,2029-07-04,ACCT-224654,Chase,848.98627,934.17334,Break
TXN-002380,2029-07-07,ACCT-771230,Citibank,2265.7654,2324.5544,Match
TXN-002382,2029-07-09,ACCT-604429,Citibank,-2.469114,1.4357375,Break
TXN-002383,2029-07-10,ACCT-605974,HSBC,1119.5155,1341.9836,Break
TXN-002384,2029-07-11,ACCT-917262,Bank of America,-2.436026,0.27985796,Break
TXN-002386,2029-07-13,ACCT-452372,Bank of America,-3.7226598,-3.870907,Match
TXN-002394,2029-07-21,ACCT-803413,Citibank,0.92725885,8.443436,Match
TXN-002396,2029-07-23,ACCT-931329,Bank of America,-4.0056353,-4.097635,Match
TXN-002397,2029-07-24,ACCT-648717,Chase,555.30273,1038.841,Break
TXN-002401,2029-07-28,ACCT-456265,Chase,-4.0053935,-4.0974665,Match
TXN-002404,2029-07-31,ACCT-301914,Bank of America,-3.9605122,-4.0557923,Match
TXN-002409,2029-08-05,ACCT-522583,HSBC,-3.9873762,-4.0522714,Break
TXN-002420,2029-08-16,ACCT-606826,Bank of America,488.47934,562.36444,Match
TXN-002422,2029-08-18,ACCT-990722,Bank of America,-3.6306567,-2.6038487,Match
TXN-002427,2029-08-23,ACCT-054413,Chase,34.965725,54.38376,Match
TXN-002428,2029-08-24,ACCT-133012,Wells Fargo,-3.9699626,-3.9787574,Break
TXN-002429,2029-08-25,ACCT-508428,Bank of America,802.01904,658.5916,Match
TXN-002431,2029-08-27,ACCT-813692,Bank of America,-4.005636,-4.097636,Break
TXN-002434,2029-08-30,ACCT-548481,Citibank,-3.508369,-3.6787145,Match
TXN-002443,2029-09-08,ACCT-184913,Bank of America,-4.0051236,-4.096308,Break
TXN-002444,2029-09-09,ACCT-623195,Bank of America,-3.8903234,-3.934711,Break
TXN-002445,2029-09-10,ACCT-922960,Wells Fargo,-4.00131,-4.094167,Match
TXN-002449,2029-09-14,ACCT-613802,Citibank,8.729666,39.718998,Match
TXN-002453,2029-09-18,ACCT-550581,Wells Fargo,-4.005574,-4.097572,Break
TXN-002455,2029-09-20,ACCT-364345,HSBC,-4.005636,-4.097636,Break
TXN-002461,2029-09-26,ACCT-305088,Bank of America,-3.997239,-4.076825,Match
TXN-002462,2029-09-27,ACCT-837840,HSBC,717.5212,685.3377,Break
TXN-002467,2029-10-02,ACCT-177873,Chase,-4.005602,-4.0975537,Break
TXN-002469,2029-10-04,ACCT-353580,HSBC,2426.0945,2330.7087,Break
TXN-002470,2029-10-05,ACCT-837132,Bank of America,-4.0015635,-4.08662,Match
TXN-002473,2029-10-08,ACCT-140524,Bank of America,-4.005229,-4.096601,Break
TXN-002476,2029-10-11,ACCT-712406,Citibank,-1.6254154,3.481991,Break
TXN-002480,2029-10-15,ACCT-551129,HSBC,375.8349,264.16095,Match
TXN-002483,2029-10-18,ACCT-893049,Bank of America,-1.730472,-2.0471606,Match
TXN-002490,2029-10-25,ACCT-906056,Bank of America,-3.8723233,-3.8537016,Break
TXN-002492,2029-10-27,ACCT-973662,Citibank,-3.951733,-4.0430465,Match
TXN-002494,2029-10-29,ACCT-658799,Citibank,0.88317764,0.67171276,Break
TXN-002495,2029-10-30,ACCT-632194,HSBC,172.49393,237.85925,Break
TXN-002497,2029-11-01,ACCT-201975,Bank of America,-3.9695256,-4.0220532,Match
TXN-002502,2029-11-06,ACCT-779651,Chase,2.8332798,1.1486934,Match
TXN-002503,2029-11-07,ACCT-362170,Citibank,7.825015,6.964801,Match
TXN-002505,2029-11-09,ACCT-247237,HSBC,1645.7179,1702.4082,Break
TXN-002508,2029-11-12,ACCT-556766,Bank of America,-3.503518,-3.6433403,Match
TXN-002512,2029-11-16,ACCT-261378,Chase,-3.9656198,-4.0779076,Match
TXN-002513,2029-11-17,ACCT-172982,Citibank,-4.0047135,-4.094328,Break
TXN-002521,2029-11-25,ACCT-896951,Bank of America,-4.0051327,-4.096137,Break
TXN-002525,2029-11-29,ACCT-266834,Citibank,219.73152,535.3719,Break
TXN-002528,2029-12-02,ACCT-605263,Wells Fargo,146.28676,300.9174,Break
TXN-002529,2029-12-03,ACCT-191944,Bank of America,24.060629,100.02072,Break
TXN-002530,2029-12-04,ACCT-821480,HSBC,511.07944,610.9779,Break
TXN-002531,2029-12-05,ACCT-285062,Citibank,299.61514,467.9442,Match
TXN-002539,2029-12-13,ACCT-554125,Wells Fargo,-3.3130379,-3.4816113,Break
TXN-002540,2029-12-14,ACCT-095486,Chase,-3.9441116,-4.0631027,Match
TXN-002542,2029-12-16,ACCT-648457,Citibank,218.36089,204.54077,Match
TXN-002545,2029-12-19,ACCT-547950,HSBC,25.25077,23.277655,Break
TXN-002547,2029-12-21,ACCT-483337,Chase,-3.9755213,-4.0659184,Match
TXN-002548,2029-12-22,ACCT-484342,Bank of America,-3.275285,-3.5912297,Match
TXN-002552,2029-12-26,ACCT-077392,Citibank,-4.005585,-4.097464,Break
TXN-002556,2029-12-30,ACCT-814739,Citibank,-4.005627,-4.0976152,Break
TXN-002557,2029-12-31,ACCT-064662,HSBC,-4.005636,-4.097636,Break
TXN-002558,2030-01-01,ACCT-985459,Chase,219.27153,704.44977,Break
TXN-002559,2030-01-02,ACCT-131719,Bank of America,-4.0056357,-4.0976353,Break
TXN-002561,2030-01-04,ACCT-434456,HSBC,1910.5499,1868.8274,Break
TXN-002563,2030-01-06,ACCT-953499,Citibank,-3.9116178,-3.5847466,Break
TXN-002564,2030-01-07,ACCT-978916,Bank of America,-4.0055556,-4.097577,Match
TXN-002568,2030-01-11,ACCT-971606,Wells Fargo,-1.9426755,-0.035308503,Break
TXN-002569,2030-01-12,ACCT-312902,Chase,-4.0052967,-4.096587,Break
TXN-002574,2030-01-17,ACCT-512672,Bank of America,-3.9273682,-4.040671,Match
TXN-002582,2030-01-25,ACCT-620097,Chase,26.691202,44.08479,Match
TXN-002584,2030-01-27,ACCT-547945,Bank of America,-4.0020857,-4.0905833,Match
TXN-002591,2030-02-03,ACCT-253944,HSBC,2497.9534,1997.074,Match
TXN-002592,2030-02-04,ACCT-683535,Chase,-4.0009084,-4.085936,Break
TXN-002594,2030-02-06,ACCT-124652,HSBC,9.537169,30.892197,Break
TXN-002598,2030-02-10,ACCT-256901,Chase,2631.3179,2677.3796,Match
TXN-002600,2030-02-12,ACCT-616131,Citibank,-4.005636,-4.097636,Break
TXN-002602,2030-02-14,ACCT-846135,Bank of America,-4.005636,-4.097636,Break
TXN-002605,2030-02-17,ACCT-776044,Citibank,-1.6261262,0.5855144,Break
TXN-002609,2030-02-21,ACCT-098855,Chase,-2.9582229,-3.3127615,Match
TXN-002611,2030-02-23,ACCT-420936,Bank of America,-4.004132,-4.093818,Break
TXN-002613,2030-02-25,ACCT-492379,Bank of America,-3.9982042,-4.075816,Match
TXN-002614,2030-02-26,ACCT-688131,Wells Fargo,-4.005636,-4.097636,Break
TXN-002631,2030-03-15,ACCT-537980,Citibank,2.6883929,19.755444,Match
TXN-002633,2030-03-17,ACCT-751241,HSBC,-4.0055113,-4.0974236,Break
TXN-002635,2030-03-19,ACCT-450089,Bank of America,-4.005611,-4.097566,Break
TXN-002636,2030-03-20,ACCT-316998,Bank of America,-3.9034622,-3.7798865,Break
TXN-002644,2030-03-28,ACCT-841070,Citibank,2170.6716,1997.5878,Match
TXN-002646,2030-03-30,ACCT-431496,Bank of America,-3.9935865,-4.0761914,Match
TXN-002650,2030-04-03,ACCT-606335,Citibank,1497.5258,1084.1135,Match
TXN-002658,2030-04-11,ACCT-135144,Citibank,-4.0052247,-4.097212,Match
TXN-002660,2030-04-13,ACCT-620351,HSBC,-4.00559,-4.0976176,Break
TXN-002666,2030-04-19,ACCT-245327,Chase,2775.672,2627.8096,Match
TXN-002668,2030-04-21,ACCT-774033,Citibank,-4.004697,-4.0945516,Break
TXN-002673,2030-04-26,ACCT-651838,Chase,-4.0049744,-4.097109,Match
TXN-002675,2030-04-28,ACCT-517176,HSBC,-3.6911743,-3.7972546,Break
TXN-002676,2030-04-29,ACCT-455419,Citibank,-4.005331,-4.0964036,Break
TXN-002680,2030-05-03,ACCT-537479,Citibank,-4.005636,-4.097636,Match
TXN-002682,2030-05-05,ACCT-808958,HSBC,1354.633,1273.7728,Break
TXN-002694,2030-05-17,ACCT-679299,Chase,-0.14247599,-1.0879081,Match
TXN-002696,2030-05-19,ACCT-587933,Bank of America,-3.993971,-4.0482297,Break
TXN-002697,2030-05-20,ACCT-840529,Bank of America,-4.005631,-4.097624,Break
TXN-002704,2030-05-27,ACCT-824785,Chase,299.85614,681.0743,Break
TXN-002709,2030-06-01,ACCT-580605,Bank of America,-4.00095,-4.077061,Break
TXN-002711,2030-06-03,ACCT-223504,Citibank,219.33072,294.1236,Match
TXN-002712,2030-06-04,ACCT-619613,HSBC,2633.1367,2398.259,Match
TXN-002713,2030-06-05,ACCT-443183,HSBC,2867.4226,2789.563,Match
TXN-002714,2030-06-06,ACCT-813420,Chase,-3.292453,-3.3594325,Match
TXN-002718,2030-06-10,ACCT-871920,Bank of America,-4.0056324,-4.097629,Break
TXN-002720,2030-06-12,ACCT-269531,Bank of America,-4.005636,-4.097636,Match
TXN-002721,2030-06-13,ACCT-452306,Chase,-4.0056334,-4.097635,Match
TXN-002724,2030-06-16,ACCT-805148,Bank of America,0.15707192,5.1052523,Match
TXN-002726,2030-06-18,ACCT-481519,Citibank,-3.7375588,-3.5695746,Break
TXN-002732,2030-06-24,ACCT-080844,HSBC,-3.8752332,-4.015582,Break
TXN-002734,2030-06-26,ACCT-560833,Chase,300.2468,639.02246,Match
TXN-002735,2030-06-27,ACCT-528019,Bank of America,-4.0033627,-4.0916057,Break
TXN-002737,2030-06-29,ACCT-145007,Citibank,-3.1269093,-3.170021,Break
TXN-002739,2030-07-01,ACCT-820193,Chase,-4.00562,-4.0976133,Break
TXN-002740,2030-07-02,ACCT-194027,Chase,2278.1553,1994.5546,Match
TXN-002741,2030-07-03,ACCT-884587,Citibank,-2.3685446,0.06455741,Break
TXN-002744,2030-07-06,ACCT-591266,Bank of America,-3.0192192,-0.7742032,Break
TXN-002745,2030-07-07,ACCT-689821,Citibank,-3.0410862,-2.7474778,Break
TXN-002746,2030-07-08,ACCT-337434,Citibank,1275.0018,1179.3052,Match
TXN-002748,2030-07-10,ACCT-233756,Citibank,13.976959,77.895294,Break
TXN-002753,2030-07-15,ACCT-113858,HSBC,2560.511,2593.127,Match
TXN-002758,2030-07-20,ACCT-943687,Citibank,-3.9033813,-4.0226536,Break
TXN-002769,2030-07-31,ACCT-616306,Chase,1445.7198,1278.7147,Match
TXN-002773,2030-08-04,ACCT-526967,Wells Fargo,-3.9961083,-4.0880404,Break
TXN-002780,2030-08-11,ACCT-238398,Chase,1488.6217,1373.0052,Match
TXN-002783,2030-08-14,ACCT-675648,HSBC,2631.551,2446.569,Match
TXN-002786,2030-08-17,ACCT-797464,HSBC,2654.208,2640.815,Break
TXN-002787,2030-08-18,ACCT-826446,Citibank,6.4495926,15.758828,Break
TXN-002791,2030-08-22,ACCT-522910,Bank of America,-4.005566,-4.097313,Break
TXN-002792,2030-08-23,ACCT-193630,Bank of America,-4.005636,-4.097636,Match
TXN-002798,2030-08-29,ACCT-844829,Citibank,-2.714289,-0.4332067,Break
TXN-002807,2030-09-07,ACCT-966658,Chase,-3.9578815,-3.9739769,Break
TXN-002809,2030-09-09,ACCT-547635,Bank of America,1628.9371,1458.4946,Match
TXN-002811,2030-09-11,ACCT-884771,Wells Fargo,-3.6417696,-3.6077068,Match
TXN-002812,2030-09-12,ACCT-796327,Citibank,1022.01135,1022.181,Match
TXN-002814,2030-09-14,ACCT-146654,Citibank,-4.003875,-4.0955377,Match
TXN-002815,2030-09-15,ACCT-243998,Citibank,-3.2160876,-2.2110434,Break
TXN-002818,2030-09-18,ACCT-418892,Chase,1077.914,1378.9565,Match
TXN-002823,2030-09-23,ACCT-021093,Bank of America,-4.005636,-4.097636,Match
TXN-002825,2030-09-25,ACCT-738892,Citibank,736.12756,599.23773,Match
TXN-002832,2030-10-02,ACCT-559793,Bank of America,-3.7175756,-2.9631782,Break
TXN-002833,2030-10-03,ACCT-823175,Bank of America,-4.0056343,-4.097632,Break
TXN-002838,2030-10-08,ACCT-594951,Bank of America,38.006096,22.501183,Break
TXN-002839,2030-10-09,ACCT-235088,Chase,572.8583,462.15768,Match
TXN-002840,2030-10-10,ACCT-354377,Bank of America,-4.005636,-4.097636,Match
TXN-002845,2030-10-15,ACCT-869716,Bank of America,-1.1970705,6.4281034,Break
TXN-002850,2030-10-20,ACCT-179506,Bank of America,-4.0048623,-4.0952005,Break
TXN-002853,2030-10-23,ACCT-865462,Chase,-1.9319278,-0.43215886,Break
TXN-002857,2030-10-27,ACCT-092657,Citibank,-4.0056334,-4.0976343,Match
TXN-002864,2030-11-03,ACCT-936902,HSBC,-3.9742558,-4.036081,Break
TXN-002867,2030-11-06,ACCT-031897,Wells Fargo,-4.0056124,-4.09762,Break
TXN-002870,2030-11-09,ACCT-869833,Bank of America,0.3902963,0.73171794,Match
TXN-002872,2030-11-11,ACCT-939028,Chase,2592.3547,2616.1973,Match
TXN-002873,2030-11-12,ACCT-048389,Bank of America,-3.9777513,-4.0063705,Break
TXN-002876,2030-11-15,ACCT-455644,Bank of America,-3.992997,-4.08593,Match
TXN-002879,2030-11-18,ACCT-190644,Citibank,146.10716,241.43945,Match
TXN-002892,2030-12-01,ACCT-434568,Bank of America,-4.0054083,-4.097454,Match
TXN-002897,2030-12-06,ACCT-761947,Citibank,-4.0056314,-4.0976315,Break
TXN-002899,2030-12-08,ACCT-209272,Chase,-3.8641841,-3.9540408,Match
TXN-002910,2030-12-19,ACCT-222586,Citibank,-3.9965987,-4.045127,Break
TXN-002912,2030-12-21,ACCT-080333,Chase,1993.6959,2145.212,Match
TXN-002915,2030-12-24,ACCT-384542,HSBC,-3.9900217,-4.085432,Match
TXN-002921,2030-12-30,ACCT-850436,Citibank,-4.0055995,-4.0975757,Break
TXN-002924,2031-01-02,ACCT-014758,Citibank,8.5312605,29.966114,Break
TXN-002925,2031-01-03,ACCT-170980,Chase,-3.9258955,-4.0592375,Match
TXN-002932,2031-01-10,ACCT-079546,Bank of America,-4.0056357,-4.097635,Break
TXN-002941,2031-01-19,ACCT-037002,Bank of America,547.4028,326.20508,Match
TXN-002947,2031-01-25,ACCT-111687,Citibank,-4.005418,-4.0973854,Match
TXN-002948,2031-01-26,ACCT-426438,HSBC,2325.5667,2163.8076,Match
TXN-002951,2031-01-29,ACCT-041093,Citibank,-1.3332404,-0.30325666,Match
TXN-002959,2031-02-06,ACCT-185980,Citibank,-4.005636,-4.097636,Match
TXN-002960,2031-02-07,ACCT-422974,Citibank,2032.7649,2190.0452,Match
TXN-002962,2031-02-09,ACCT-233821,Bank of America,-3.9992218,-4.0913887,Match
TXN-002963,2031-02-10,ACCT-407926,Bank of America,-4.005635,-4.0976295,Break
TXN-002965,2031-02-12,ACCT-449351,Citibank,-4.004757,-4.0933247,Break
TXN-002968,2031-02-15,ACCT-115557,Bank of America,-4.005194,-4.0967627,Break
TXN-002970,2031-02-17,ACCT-109601,Bank of America,61.174095,70.00555,Match
TXN-002975,2031-02-22,ACCT-223504,Bank of America,-4.005636,-4.097636,Break
TXN-002976,2031-02-23,ACCT-239089,Wells Fargo,1654.2668,1305.5988,Match
TXN-002977,2031-02-24,ACCT-822969,Citibank,-3.93254,-4.0064793,Match
TXN-002979,2031-02-26,ACCT-608414,Wells Fargo,38.766624,54.87999,Break
TXN-002980,2031-02-27,ACCT-248852,HSBC,2687.1763,2573.0938,Match
TXN-002984,2031-03-03,ACCT-657386,Citibank,201.01218,160.20224,Match
TXN-002990,2031-03-09,ACCT-217030,Bank of America,-3.6455653,-3.2807057,Break
TXN-002991,2031-03-10,ACCT-607876,Chase,-4.0055704,-4.097529,Break
TXN-002994,2031-03-13,ACCT-311300,HSBC,2719.3638,2393.8538,Match
TXN-003005,2031-03-24,ACCT-673192,Bank of America,-4.005631,-4.097617,Match
TXN-003006,2031-03-25,ACCT-616474,Citibank,4.206959,3.4870808,Match
TXN-003010,2031-03-29,ACCT-546326,HSBC,-4.0055294,-4.09738,Break
TXN-003014,2031-04-02,ACCT-457135,Chase,1851.7278,2144.671,Break
TXN-003021,2031-04-09,ACCT-452856,Citibank,-4.005592,-4.097611,Match
TXN-003029,2031-04-17,ACCT-821301,HSBC,146.10205,190.08049,Break
TXN-003030,2031-04-18,ACCT-823443,Bank of America,-4.005635,-4.09763,Break
TXN-003031,2031-04-19,ACCT-548170,Chase,331.10428,788.12994,Break
TXN-003037,2031-04-25,ACCT-460441,Chase,267.71582,231.7967,Match
TXN-003041,2031-04-29,ACCT-595467,Citibank,-3.8906527,-4.0044365,Match
TXN-003042,2031-04-30,ACCT-015508,Bank of America,-4.0056334,-4.097628,Break
TXN-003043,2031-05-01,ACCT-093367,Bank of America,-3.679737,-3.7011452,Match
TXN-003049,2031-05-07,ACCT-972636,Wells Fargo,-4.005591,-4.097543,Break
TXN-003052,2031-05-10,ACCT-280625,Citibank,6.27285,34.654022,Break
TXN-003055,2031-05-13,ACCT-803798,Citibank,-4.005636,-4.097636,Match
TXN-003057,2031-05-15,ACCT-558381,Wells Fargo,-4.005449,-4.0974855,Break
TXN-003063,2031-05-21,ACCT-973662,Citibank,-4.0056205,-4.097625,Break
TXN-003068,2031-05-26,ACCT-680673,Citibank,-4.00204,-4.0808024,Break
TXN-003070,2031-05-28,ACCT-984035,Bank of America,-4.005597,-4.09759,Match
TXN-003073,2031-05-31,ACCT-204233,Chase,-3.8762028,-3.7495599,Break
TXN-003074,2031-06-01,ACCT-956879,Chase,37.84443,100.07309,Match
TXN-003082,2031-06-09,ACCT-156633,Chase,-4.0050063,-4.0971036,Match
TXN-003084,2031-06-11,ACCT-863129,Wells Fargo,-4.005636,-4.097636,Break
TXN-003085,2031-06-12,ACCT-439282,Chase,186.13423,277.68893,Break
TXN-003087,2031-06-14,ACCT-643806,Citibank,-4.0048046,-4.094105,Break
TXN-003089,2031-06-16,ACCT-916573,Bank of America,695.3646,797.0819,Match
TXN-003094,2031-06-21,ACCT-992942,Chase,2696.069,2573.3916,Match
TXN-003098,2031-06-25,ACCT-348683,Citibank,3.442993,14.2706,Break
TXN-003100,2031-06-27,ACCT-147839,HSBC,4.8469553,16.20764,Break
TXN-003105,2031-07-02,ACCT-908431,Citibank,571.3776,553.53796,Match
TXN-003109,2031-07-06,ACCT-803151,Chase,-2.2662692,-3.2277396,Break
TXN-003118,2031-07-15,ACCT-836950,Citibank,-4.005547,-4.097547,Match
TXN-003125,2031-07-22,ACCT-636138,Bank of America,-4.0029936,-4.09257,Break
TXN-003137,2031-08-03,ACCT-399840,Citibank,2070.2732,2229.8672,Match
TXN-003138,2031-08-04,ACCT-334025,Bank of America,-3.9956496,-4.0880704,Match
TXN-003139,2031-08-05,ACCT-215161,Citibank,212.36046,544.4759,Break
TXN-003142,2031-08-08,ACCT-399011,Chase,-3.989584,-4.08894,Match
TXN-003145,2031-08-11,ACCT-132487,Chase,114.95109,221.77917,Break
TXN-003148,2031-08-14,ACCT-730636,HSBC,572.4678,463.4412,Match
TXN-003153,2031-08-19,ACCT-260481,Citibank,-4.005633,-4.097624,Break
TXN-003156,2031-08-22,ACCT-497820,Bank of America,-4.001979,-4.091956,Break
TXN-003158,2031-08-24,ACCT-488679,HSBC,-2.8602436,-0.4597794,Break
TXN-003171,2031-09-06,ACCT-220703,Citibank,-3.9936144,-4.037322,Break
TXN-003174,2031-09-09,ACCT-554083,Bank of America,-4.005525,-4.0974092,Break
TXN-003175,2031-09-10,ACCT-639417,Citibank,4.857132,10.962101,Match
TXN-003178,2031-09-13,ACCT-225152,Bank of America,-3.9896085,-4.048384,Break
TXN-003179,2031-09-14,ACCT-235766,Citibank,-3.636149,-2.6154256,Break
TXN-003180,2031-09-15,ACCT-918684,Citibank,-4.005635,-4.0976334,Break
TXN-003187,2031-09-22,ACCT-433176,Bank of America,-3.9993112,-4.091605,Match
TXN-003191,2031-09-26,ACCT-924122,HSBC,2660.928,2579.9646,Match
TXN-003192,2031-09-27,ACCT-129440,Chase,-3.7464714,-3.2968833,Break
TXN-003193,2031-09-28,ACCT-429454,Citibank,-1.7371434,8.057749,Break
TXN-003199,2031-10-04,ACCT-429967,Chase,1089.7804,1633.7212,Match
TXN-003201,2031-10-06,ACCT-611100,Bank of America,-3.5187392,-3.5731769,Match
TXN-003202,2031-10-07,ACCT-860343,Citibank,-3.7643678,-3.7465591,Match
TXN-003216,2031-10-21,ACCT-546130,Bank of America,288.5108,451.33844,Break
TXN-003217,2031-10-22,ACCT-209497,Bank of America,-4.0036316,-4.0937414,Break
TXN-003224,2031-10-29,ACCT-795494,Citibank,1668.7582,1707.6906,Match
TXN-003225,2031-10-30,ACCT-192791,Chase,20.39081,58.325027,Break
TXN-003226,2031-10-31,ACCT-690510,Chase,-3.9957936,-4.07508,Break
TXN-003229,2031-11-03,ACCT-589989,Bank of America,-3.5114486,-3.6113596,Match
TXN-003230,2031-11-04,ACCT-398343,Citibank,-4.005636,-4.097636,Break
TXN-003231,2031-11-05,ACCT-977421,Citibank,5.5102215,13.93188,Break
TXN-003240,2031-11-14,ACCT-435114,Citibank,76.43386,105.661285,Break
TXN-003242,2031-11-16,ACCT-108149,Chase,2839.209,2792.4844,Match
TXN-003243,2031-11-17,ACCT-663562,HSBC,-3.2253275,-3.2384431,Break
TXN-003244,2031-11-18,ACCT-396984,Citibank,69.40921,61.722797,Match
TXN-003248,2031-11-22,ACCT-015444,Chase,-3.7724352,-3.3448198,Break
TXN-003250,2031-11-24,ACCT-895341,HSBC,1.1400493,8.363545,Break
TXN-003254,2031-11-28,ACCT-740142,Citibank,2.8001482,5.1304617,Match
TXN-003260,2031-12-04,ACCT-153820,Citibank,2617.7292,2676.4941,Match
TXN-003267,2031-12-11,ACCT-336911,Bank of America,-4.0056357,-4.0976357,Match
TXN-003268,2031-12-12,ACCT-322977,HSBC,-3.8707337,-4.0446644,Match
TXN-003272,2031-12-16,ACCT-028997,Chase,-4.0056353,-4.0976357,Match
TXN-003274,2031-12-18,ACCT-509654,HSBC,1794.593,2081.6694,Break
TXN-003288,2032-01-01,ACCT-747272,Chase,-3.949998,-3.9914267,Break
TXN-003292,2032-01-05,ACCT-983983,Citibank,7.0123863,11.268842,Break
TXN-003293,2032-01-06,ACCT-868588,Bank of America,-4.0055203,-4.097232,Break
TXN-003295,2032-01-08,ACCT-606317,Bank of America,-4.0056353,-4.0976334,Break
TXN-003301,2032-01-14,ACCT-094735,Wells Fargo,-4.0012884,-4.081868,Break
TXN-003303,2032-01-16,ACCT-222586,Bank of America,-4.005636,-4.097636,Break
TXN-003305,2032-01-18,ACCT-712697,Citibank,-4.0056357,-4.0976343,Break
TXN-003311,2032-01-24,ACCT-203354,Chase,1525.7295,1116.3751,Match
TXN-003325,2032-02-07,ACCT-769742,Chase,-4.005365,-4.0974717,Match
TXN-003328,2032-02-10,ACCT-564742,Chase,71.22589,145.62604,Break
TXN-003331,2032-02-13,ACCT-475937,Bank of America,7.83687,17.963015,Match
TXN-003332,2032-02-14,ACCT-385883,Citibank,1.0749949,19.225754,Break
TXN-003336,2032-02-18,ACCT-847911,Bank of America,-4.005225,-4.0969152,Match
TXN-003340,2032-02-22,ACCT-669569,HSBC,2099.3232,1589.2628,Match
TXN-003343,2032-02-25,ACCT-460622,Bank of America,-3.8732178,-3.8223808,Match
TXN-003344,2032-02-26,ACCT-558151,Bank of America,-3.6386392,-3.7300384,Break
TXN-003346,2032-02-28,ACCT-536964,Wells Fargo,-4.0056305,-4.097633,Break
TXN-003349,2032-03-02,ACCT-272331,Citibank,193.42847,234.30318,Match
TXN-003355,2032-03-08,ACCT-074799,Citibank,3.1084316,16.671892,Break
TXN-003357,2032-03-10,ACCT-220976,HSBC,-0.8066782,2.4840462,Break
TXN-003360,2032-03-13,ACCT-740425,Bank of America,-4.0055265,-4.09735,Break
TXN-003369,2032-03-22,ACCT-524476,Citibank,136.89804,128.51341,Break
TXN-003374,2032-03-27,ACCT-329800,Chase,-3.7415683,-3.656235,Match
TXN-003375,2032-03-28,ACCT-195188,Bank of America,24.967955,25.185446,Match
TXN-003377,2032-03-30,ACCT-468190,Bank of America,-4.005636,-4.097636,Break
TXN-003381,2032-04-03,ACCT-444835,Bank of America,-3.9979713,-4.065245,Break
TXN-003385,2032-04-07,ACCT-170370,Bank of America,-4.005622,-4.097612,Break
TXN-003386,2032-04-08,ACCT-790614,Citibank,-3.6423316,-2.9297905,Break
TXN-003390,2032-04-12,ACCT-285062,Wells Fargo,-3.1807945,-2.8253388,Break
TXN-003391,2032-04-13,ACCT-145677,Bank of America,-4.005292,-4.097296,Match
TXN-003392,2032-04-14,ACCT-326673,HSBC,0.618863,4.5007143,Break
TXN-003395,2032-04-17,ACCT-738038,Citibank,117.27106,74.539314,Match
TXN-003418,2032-05-10,ACCT-601403,Wells Fargo,797.2781,903.09143,Break
TXN-003420,2032-05-12,ACCT-021093,Bank of America,-3.9387047,-3.7339373,Break
TXN-003421,2032-05-13,ACCT-981505,Wells Fargo,-3.9938931,-4.078752,Break
TXN-003424,2032-05-16,ACCT-030976,Citibank,-4.005636,-4.097636,Break
TXN-003428,2032-05-20,ACCT-213708,HSBC,-4.0056357,-4.097634,Break
TXN-003431,2032-05-23,ACCT-319648,HSBC,-4.004828,-4.0969653,Break
TXN-003433,2032-05-25,ACCT-941499,HSBC,1320.6857,1536.4395,Break
TXN-003437,2032-05-29,ACCT-883956,Bank of America,-4.0056257,-4.097627,Match
TXN-003441,2032-06-02,ACCT-254608,Chase,-4.0031195,-4.090061,Match
TXN-003445,2032-06-06,ACCT-019342,Bank of America,35.869728,37.919033,Match
TXN-003447,2032-06-08,ACCT-265913,Citibank,-4.005612,-4.0976114,Match
TXN-003448,2032-06-09,ACCT-651924,Bank of America,-4.0055966,-4.0976124,Match
TXN-003452,2032-06-13,ACCT-904370,HSBC,-4.005602,-4.0976,Break
TXN-003453,2032-06-14,ACCT-792919,Citibank,-1.2504445,-1.3527147,Match
TXN-003454,2032-06-15,ACCT-815153,Chase,4.4689894,0.78966033,Match
TXN-003457,2032-06-18,ACCT-921779,Bank of America,-3.9807885,-4.0356174,Break
TXN-003463,2032-06-24,ACCT-501174,Wells Fargo,-3.998168,-4.09591,Match
TXN-003467,2032-06-28,ACCT-965770,Citibank,1.1247948,0.32929358,Match
TXN-003469,2032-06-30,ACCT-436299,Bank of America,-4.005619,-4.09763,Match
TXN-003472,2032-07-03,ACCT-512505,HSBC,-2.7396224,-2.4667864,Break
TXN-003473,2032-07-04,ACCT-736829,Bank of America,-4.005636,-4.097636,Break
TXN-003477,2032-07-08,ACCT-133865,HSBC,940.526,764.0557,Match
TXN-003487,2032-07-18,ACCT-094061,Citibank,485.40604,1147.8684,Match
TXN-003490,2032-07-21,ACCT-326506,HSBC,4.053281,13.748277,Break
TXN-003491,2032-07-22,ACCT-701337,Chase,101.60914,91.75774,Match
