Transaction ID,Date,Account Number,Bank Name,Bank Statement Amount,Book Records Amount,Match Status,Break Reason
TXN-006998,2042-02-27,ACCT-869731,Citibank,1947.5,2081.3325,Match,
TXN-009116,2047-12-16,ACCT-498117,Citibank,-3.2883945,-0.6989306,Break,Bank Error
TXN-001157,2026-03-02,ACCT-429098,Citibank,1330.0083,1409.8689,Match,
TXN-008108,2045-03-13,ACCT-752710,Citibank,57.07496,285.67404,Match,
TXN-005806,2038-11-23,ACCT-826668,Chase,-4.005636,-4.097636,Break,Timing Difference
TXN-004880,2036-05-11,ACCT-293359,Citibank,-3.9994662,-4.0827255,Break,Missing in Bank
TXN-003310,2032-01-23,ACCT-599652,Citibank,-3.8541653,-3.781312,Match,
TXN-008962,2047-07-15,ACCT-518563,Citibank,-1.1453875,-0.37580624,Break,Duplicate Entry
TXN-001703,2027-08-30,ACCT-445781,Chase,425.69574,426.77725,Match,
TXN-002493,2029-10-28,ACCT-046034,Wells Fargo,515.4106,418.35187,Match,
TXN-003707,2033-02-23,ACCT-365394,Citibank,-3.995357,-4.0672183,Break,Timing Difference
TXN-008277,2045-08-29,ACCT-008891,Bank of America,196.09898,133.06104,Match,
TXN-000287,2023-10-14,ACCT-438846,Bank of America,-4.0033956,-4.09491,Match,
TXN-001609,2027-05-28,ACCT-450123,Chase,2120.2651,2030.402,Match,
TXN-006632,2041-02-26,ACCT-843304,HSBC,134.20154,108.70803,Break,Fraudulent/Unauthorized
TXN-008279,2045-08-31,ACCT-877635,Citibank,-4.0056353,-4.0976353,Match,
TXN-007316,2043-01-11,ACCT-590308,Chase,3.9651382,9.158156,Match,
TXN-002253,2029-03-02,ACCT-940774,Chase,31.104212,29.080524,Match,
TXN-007416,2043-04-21,ACCT-136278,Chase,34.97592,53.661465,Match,
TXN-008366,2045-11-26,ACCT-306187,Citibank,-4.005636,-4.097636,Match,
TXN-001892,2028-03-06,ACCT-633001,Citibank,84.61552,271.12482,Break,Duplicate Entry
TXN-005063,2036-11-10,ACCT-183002,Bank of America,-4.0056257,-4.097608,Break,Missing in Books
TXN-006121,2039-10-04,ACCT-513857,Citibank,2358.6643,2277.3508,Match,
TXN-000564,2024-07-17,ACCT-842706,Bank of America,-4.002929,-4.0958414,Match,
TXN-000292,2023-10-19,ACCT-210637,Chase,-3.3088086,-3.2598882,Match,
TXN-004717,2035-11-30,ACCT-561939,Citibank,-4.0056167,-4.0975757,Break,Missing in Books
TXN-007709,2044-02-08,ACCT-323576,Chase,-4.0056343,-4.097633,Match,
TXN-006350,2040-05-20,ACCT-658971,Chase,-4.0052876,-4.0974765,Break,Duplicate Entry
TXN-000170,2023-06-19,ACCT-233340,Bank of America,-4.0056357,-4.0976343,Break,Bank Error
TXN-000268,2023-09-25,ACCT-961794,HSBC,2838.1504,2762.2192,Match,
TXN-004639,2035-09-13,ACCT-498471,Wells Fargo,-4.005636,-4.097636,Match,
TXN-007078,2042-05-18,ACCT-220973,Chase,192.057,412.72388,Match,
TXN-003356,2032-03-09,ACCT-685914,Bank of America,-3.8966413,-3.7337248,Match,
TXN-008280,2045-09-01,ACCT-233247,Chase,-4.0042577,-4.09614,Match,
TXN-000316,2023-11-12,ACCT-700659,Chase,-4.005636,-4.097636,Break,Bank Error
TXN-006729,2041-06-03,ACCT-052785,Bank of America,-4.0052223,-4.096797,Break,Timing Difference
TXN-009496,2048-12-30,ACCT-434279,Chase,15.005058,18.55522,Match,
TXN-004068,2034-02-19,ACCT-935680,Citibank,-3.7339976,-3.7870169,Match,
TXN-000246,2023-09-03,ACCT-773334,Citibank,8.843591,8.888686,Match,
TXN-000253,2023-09-10,ACCT-740212,Chase,51.171402,151.61162,Break,Amount Mismatch
TXN-001112,2026-01-16,ACCT-784598,Chase,2560.6746,2371.0747,Match,
TXN-004802,2036-02-23,ACCT-823443,Citibank,-4.005636,-4.097636,Match,
TXN-001714,2027-09-10,ACCT-333727,Citibank,-3.9281278,-3.6398504,Break,Timing Difference
TXN-000051,2023-02-20,ACCT-220425,HSBC,1.7365993,2.4672663,Match,
TXN-001836,2028-01-10,ACCT-420204,Bank of America,-3.99841,-4.062274,Break,Amount Mismatch
TXN-007897,2044-08-14,ACCT-372988,Citibank,-3.9309113,-3.8195486,Break,Duplicate Entry
TXN-003384,2032-04-06,ACCT-515654,Chase,-3.8611662,-4.000383,Match,
TXN-006411,2040-07-20,ACCT-753943,Citibank,-4.0051746,-4.097119,Match,
TXN-004314,2034-10-23,ACCT-803221,Citibank,-4.005636,-4.097636,Match,
TXN-000873,2025-05-22,ACCT-018462,Wells Fargo,-4.004581,-4.0967517,Match,
TXN-001255,2026-06-08,ACCT-458799,Bank of America,-4.004146,-4.0943294,Break,Bank Error
TXN-008882,2047-04-26,ACCT-334710,Citibank,-3.4203598,-2.8140748,Break,Bank Error
TXN-005852,2039-01-08,ACCT-915321,Bank of America,2.2544801,4.1416817,Match,
TXN-005703,2038-08-12,ACCT-954960,Chase,2.206288,4.9964104,Break,Missing in Books
TXN-008104,2045-03-09,ACCT-160598,Citibank,307.7373,1171.6246,Break,Amount Mismatch
TXN-002099,2028-09-29,ACCT-290524,Citibank,-4.0049667,-4.09699,Break,Duplicate Entry
TXN-005129,2037-01-15,ACCT-767044,Citibank,-4.005617,-4.0976295,Match,
TXN-000249,2023-09-06,ACCT-980723,Bank of America,3.640949,24.076653,Break,Fraudulent/Unauthorized
TXN-006562,2040-12-18,ACCT-302273,Citibank,1086.9689,1561.915,Break,Fraudulent/Unauthorized
TXN-001340,2026-09-01,ACCT-625746,Chase,1072.4814,1235.06,Match,
TXN-007018,2042-03-19,ACCT-404465,HSBC,2880.3032,2819.2607,Match,
TXN-002111,2028-10-11,ACCT-465823,Bank of America,-4.0056334,-4.097629,Break,Missing in Books
TXN-001570,2027-04-19,ACCT-656256,Citibank,1312.061,1126.0995,Match,
TXN-001727,2027-09-23,ACCT-485748,Citibank,-4.0031247,-4.0863805,Break,Fraudulent/Unauthorized
TXN-008385,2045-12-15,ACCT-564674,Bank of America,-3.995237,-4.0766826,Match,
TXN-006941,2042-01-01,ACCT-347969,Bank of America,-4.005629,-4.0976233,Break,Timing Difference
TXN-004396,2035-01-13,ACCT-237345,Chase,61.65442,63.887623,Match,
TXN-002421,2029-08-17,ACCT-553363,Wells Fargo,-4.005476,-4.09757,Match,
TXN-003046,2031-05-04,ACCT-924708,Citibank,357.53592,542.88995,Break,Missing in Books
TXN-005504,2038-01-25,ACCT-619136,Chase,2718.8562,2700.7905,Match,
TXN-003704,2033-02-20,ACCT-000279,Bank of America,16.325342,46.81639,Break,Timing Difference
TXN-008192,2045-06-05,ACCT-724425,Citibank,-4.005636,-4.097636,Break,Amount Mismatch
TXN-005332,2037-08-06,ACCT-486615,Chase,1519.3677,1538.2499,Match,
TXN-009809,2049-11-08,ACCT-106887,Citibank,-3.892988,-3.9866135,Match,
TXN-000448,2024-03-23,ACCT-301403,Bank of America,-3.9846816,-4.006029,Break,Timing Difference
TXN-007895,2044-08-12,ACCT-142150,HSBC,2585.2124,2367.2664,Match,
TXN-008729,2046-11-24,ACCT-207357,Chase,1935.3217,1751.8445,Match,
TXN-007829,2044-06-07,ACCT-021952,Citibank,-3.601722,-3.7156847,Match,
TXN-001769,2027-11-04,ACCT-470934,Chase,2147.4211,2063.7932,Match,
TXN-006809,2041-08-22,ACCT-367308,HSBC,739.8875,700.21075,Break,Bank Error
TXN-004705,2035-11-18,ACCT-838058,HSBC,-3.1149192,-2.8688457,Match,
TXN-003870,2033-08-05,ACCT-651203,Bank of America,-4.0006394,-4.0896664,Break,Missing in Books
TXN-001656,2027-07-14,ACCT-360785,Chase,-4.005586,-4.097596,Match,
TXN-003188,2031-09-23,ACCT-994710,Citibank,-3.716994,-2.8012934,Break,Bank Error
TXN-000684,2024-11-14,ACCT-766924,Bank of America,760.592,1320.7815,Match,
TXN-004171,2034-06-02,ACCT-866472,HSBC,2132.2358,1674.2778,Match,
TXN-004478,2035-04-05,ACCT-810497,Bank of America,-0.37719455,3.512666,Break,Duplicate Entry
TXN-000462,2024-04-06,ACCT-086723,Citibank,-4.005636,-4.097636,Break,Timing Difference
TXN-005765,2038-10-13,ACCT-258378,Wells Fargo,-4.0055766,-4.0976176,Break,Bank Error
TXN-007523,2043-08-06,ACCT-569565,HSBC,1993.535,2167.2595,Break,Amount Mismatch
TXN-004503,2035-04-30,ACCT-434456,Citibank,174.51112,380.1001,Break,Missing in Bank
TXN-009710,2049-08-01,ACCT-620351,HSBC,103.62656,177.80148,Break,Fraudulent/Unauthorized
TXN-000319,2023-11-15,ACCT-290819,HSBC,1473.8201,1583.8398,Break,Fraudulent/Unauthorized
TXN-001146,2026-02-19,ACCT-574690,HSBC,9.41725,5.027336,Match,
TXN-005095,2036-12-12,ACCT-174821,Citibank,182.23457,520.1049,Break,Fraudulent/Unauthorized
TXN-001394,2026-10-25,ACCT-301016,Chase,1341.5182,1400.8716,Match,
TXN-006624,2041-02-18,ACCT-235764,Citibank,-0.65707386,1.7589511,Match,
TXN-001502,2027-02-10,ACCT-300045,Citibank,521.6585,774.1929,Match,
TXN-006409,2040-07-18,ACCT-673192,Citibank,14.744068,7.1871767,Match,
TXN-000377,2024-01-12,ACCT-254044,Chase,2661.033,2377.4438,Match,
TXN-000411,2024-02-15,ACCT-440996,HSBC,-0.36177197,-2.8284073,Match,
TXN-001661,2027-07-19,ACCT-727470,Wells Fargo,-4.0001698,-4.08045,Break,Bank Error
TXN-003152,2031-08-18,ACCT-345696,HSBC,2735.625,2250.6567,Match,
TXN-001624,2027-06-12,ACCT-263065,Bank of America,-4.0056124,-4.097624,Match,
TXN-005610,2038-05-11,ACCT-095745,Bank of America,-4.0015817,-4.0832906,Break,Timing Difference
TXN-008533,2046-05-12,ACCT-830847,Chase,1632.9447,1998.4315,Match,
TXN-005803,2038-11-20,ACCT-685711,Bank of America,-4.0056267,-4.097622,Match,
TXN-005307,2037-07-12,ACCT-306193,Wells Fargo,-4.005635,-4.097634,Break,Fraudulent/Unauthorized
TXN-007087,2042-05-27,ACCT-068779,Bank of America,-3.643784,-3.9011865,Match,
TXN-008898,2047-05-12,ACCT-602894,Chase,2.3624284,1.2250236,Match,
TXN-007489,2043-07-03,ACCT-501477,Wells Fargo,525.5065,894.87866,Break,Bank Error
TXN-009616,2049-04-29,ACCT-985095,HSBC,-4.0056334,-4.097632,Break,Fraudulent/Unauthorized
TXN-009218,2048-03-27,ACCT-982773,Citibank,-4.005636,-4.097636,Break,Missing in Bank
TXN-001673,2027-07-31,ACCT-369670,HSBC,97.92689,193.15604,Break,Timing Difference
TXN-002359,2029-06-16,ACCT-254955,Bank of America,-4.0045424,-4.095235,Break,Bank Error
TXN-008468,2046-03-08,ACCT-813543,Bank of America,-4.0054674,-4.0974836,Match,
TXN-000275,2023-10-02,ACCT-062977,HSBC,1432.3131,1492.5144,Break,Missing in Books
TXN-002474,2029-10-09,ACCT-863438,HSBC,-4.005538,-4.097405,Break,Missing in Books
TXN-005490,2038-01-11,ACCT-795912,Wells Fargo,-4.0056324,-4.0976315,Match,
TXN-004772,2036-01-24,ACCT-690441,Chase,20.853567,83.128,Break,Fraudulent/Unauthorized
TXN-002108,2028-10-08,ACCT-071560,Citibank,-3.6253555,-3.695199,Match,
TXN-007501,2043-07-15,ACCT-674124,Citibank,95.68119,245.85669,Break,Missing in Bank
TXN-004415,2035-02-01,ACCT-377096,Bank of America,-4.0056257,-4.0976286,Match,
TXN-008139,2045-04-13,ACCT-955128,HSBC,34.66839,31.20227,Match,
TXN-008661,2046-09-17,ACCT-846222,Wells Fargo,33.299618,13.591729,Break,Bank Error
TXN-008240,2045-07-23,ACCT-917706,Bank of America,-4.0054364,-4.096871,Break,Bank Error
TXN-002418,2029-08-14,ACCT-376985,Bank of America,-3.3472402,-1.9485952,Match,
TXN-008772,2047-01-06,ACCT-242644,Bank of America,-3.6968923,-3.349373,Break,Missing in Bank
TXN-002237,2029-02-14,ACCT-082784,Chase,-0.2746412,8.883154,Break,Missing in Bank
TXN-003768,2033-04-25,ACCT-274048,Bank of America,-3.908723,-3.5569873,Break,Bank Error
TXN-009792,2049-10-22,ACCT-704631,Citibank,70.96513,67.75613,Break,Fraudulent/Unauthorized
TXN-009990,2050-05-08,ACCT-059109,Bank of America,-2.8097143,-3.082295,Match,
TXN-009966,2050-04-14,ACCT-544381,Citibank,-4.0050583,-4.096827,Match,
TXN-007324,2043-01-19,ACCT-619925,Bank of America,-4.0056324,-4.0976334,Match,
TXN-001384,2026-10-15,ACCT-382411,Wells Fargo,-3.9654942,-3.9707716,Break,Missing in Books
TXN-003102,2031-06-29,ACCT-674124,Citibank,23.19759,52.816883,Break,Amount Mismatch
TXN-003922,2033-09-26,ACCT-142921,Citibank,43.28864,50.413563,Match,
TXN-006686,2041-04-21,ACCT-743725,HSBC,-4.0056257,-4.0976095,Break,Missing in Books
TXN-003195,2031-09-30,ACCT-192153,Wells Fargo,20.813976,18.331442,Break,Amount Mismatch
TXN-001942,2028-04-25,ACCT-523698,Citibank,1973.871,2248.8372,Match,
TXN-007714,2044-02-13,ACCT-981763,HSBC,-4.0052476,-4.096483,Break,Missing in Bank
TXN-004897,2036-05-28,ACCT-909795,Citibank,120.92048,139.61703,Match,
TXN-004783,2036-02-04,ACCT-599468,Wells Fargo,-0.5322889,1.6795434,Break,Bank Error
TXN-001497,2027-02-05,ACCT-284421,Chase,4.7337,6.036417,Match,
TXN-001958,2028-05-11,ACCT-152778,HSBC,2682.2156,2628.6824,Match,
TXN-009172,2048-02-10,ACCT-644249,Bank of America,-3.9943914,-4.0765758,Break,Amount Mismatch
TXN-009746,2049-09-06,ACCT-223247,Bank of America,-4.005635,-4.097628,Match,
TXN-007333,2043-01-28,ACCT-477887,HSBC,100.078156,161.37572,Break,Amount Mismatch
TXN-007950,2044-10-06,ACCT-245111,Wells Fargo,-0.02816239,-1.0523471,Match,
TXN-003018,2031-04-06,ACCT-069886,Citibank,37.56951,46.931797,Match,
TXN-006747,2041-06-21,ACCT-924974,Chase,-4.005634,-4.097635,Match,
TXN-000514,2024-05-28,ACCT-066253,Citibank,-4.002842,-4.0891304,Break,Bank Error
TXN-003935,2033-10-09,ACCT-423545,Bank of America,-0.32976452,-0.4171535,Match,
TXN-003026,2031-04-14,ACCT-635706,Chase,18.528397,30.347927,Break,Fraudulent/Unauthorized
TXN-001200,2026-04-14,ACCT-659918,Chase,2095.1755,2145.4133,Match,
TXN-005029,2036-10-07,ACCT-453774,Chase,28.060556,94.73765,Break,Amount Mismatch
TXN-009785,2049-10-15,ACCT-286985,Bank of America,-4.0055842,-4.0975227,Break,Bank Error
TXN-000922,2025-07-10,ACCT-454360,Citibank,-4.0052204,-4.097258,Match,
TXN-004650,2035-09-24,ACCT-000691,Bank of America,-4.0055976,-4.0975657,Match,
TXN-005333,2037-08-07,ACCT-257154,Citibank,-3.6892414,-2.9561827,Break,Timing Difference
TXN-001077,2025-12-12,ACCT-334025,Bank of America,-4.005519,-4.097567,Match,
TXN-006769,2041-07-13,ACCT-699761,Bank of America,-4.0050044,-4.096237,Break,Missing in Books
TXN-009411,2048-10-06,ACCT-373222,Bank of America,2331.8518,1921.0138,Match,
TXN-001672,2027-07-30,ACCT-936293,Bank of America,-2.8964992,-2.4170911,Break,Duplicate Entry
TXN-000475,2024-04-19,ACCT-157839,Chase,16.359095,48.989155,Break,Bank Error
TXN-009187,2048-02-25,ACCT-859341,HSBC,1003.85706,1237.4741,Break,Fraudulent/Unauthorized
TXN-008840,2047-03-15,ACCT-028248,Bank of America,-4.0047383,-4.0961084,Break,Timing Difference
TXN-005759,2038-10-07,ACCT-332993,Chase,-3.979226,-4.0674353,Match,
TXN-006298,2040-03-29,ACCT-360467,Chase,343.23026,489.0194,Match,
TXN-002479,2029-10-14,ACCT-905439,Citibank,-4.005612,-4.0975633,Break,Bank Error
TXN-005494,2038-01-15,ACCT-378197,HSBC,-3.5201604,-3.786301,Match,
TXN-003915,2033-09-19,ACCT-435816,Citibank,-3.71156,-3.856752,Break,Fraudulent/Unauthorized
TXN-002139,2028-11-08,ACCT-672858,Wells Fargo,-4.005635,-4.0976334,Break,Bank Error
TXN-005455,2037-12-07,ACCT-818295,Wells Fargo,-3.8423235,-3.8036945,Break,Bank Error
TXN-005380,2037-09-23,ACCT-142275,Bank of America,-4.005636,-4.097636,Break,Duplicate Entry
TXN-008986,2047-08-08,ACCT-748763,Chase,-3.2559001,-3.5918865,Match,
TXN-004024,2034-01-06,ACCT-719999,Citibank,8.528092,23.562933,Break,Timing Difference
TXN-003486,2032-07-17,ACCT-422033,HSBC,-3.6722686,-3.2430954,Break,Duplicate Entry
TXN-002456,2029-09-21,ACCT-131216,Wells Fargo,1736.1814,1623.7213,Break,Bank Error
TXN-002465,2029-09-30,ACCT-030348,Bank of America,-3.9347715,-3.982096,Break,Amount Mismatch
TXN-008697,2046-10-23,ACCT-754138,Citibank,186.1582,338.14166,Break,Timing Difference
TXN-001370,2026-10-01,ACCT-514444,Citibank,71.17215,140.65399,Match,
TXN-006689,2041-04-24,ACCT-629366,Bank of America,-4.0046363,-4.093735,Break,Bank Error
TXN-007457,2043-06-01,ACCT-323678,Chase,-3.7921798,-3.3403986,Break,Bank Error
TXN-009975,2050-04-23,ACCT-151875,Bank of America,-4.005482,-4.0971713,Match,
TXN-001902,2028-03-16,ACCT-939992,Citibank,-4.0056334,-4.097634,Break,Duplicate Entry
TXN-004872,2036-05-03,ACCT-954443,Bank of America,-4.001958,-4.0949225,Match,
TXN-004711,2035-11-24,ACCT-817076,Citibank,8.54631,8.417073,Break,Missing in Books
TXN-007887,2044-08-04,ACCT-987921,Wells Fargo,-3.8731315,-3.9677894,Break,Fraudulent/Unauthorized
TXN-001794,2027-11-29,ACCT-560730,Citibank,-4.005634,-4.097634,Break,Fraudulent/Unauthorized
TXN-002875,2030-11-14,ACCT-605911,Chase,2068.773,2025.6753,Match,
TXN-006218,2040-01-09,ACCT-522661,Citibank,13.870583,14.170363,Match,
TXN-005214,2037-04-10,ACCT-840093,Wells Fargo,-4.0054255,-4.0974665,Break,Bank Error
TXN-002246,2029-02-23,ACCT-336782,HSBC,1932.8818,2187.9846,Break,Amount Mismatch
TXN-001742,2027-10-08,ACCT-158972,Citibank,77.91689,110.57755,Break,Bank Error
TXN-001021,2025-10-17,ACCT-580670,Citibank,2.8563159,37.95106,Break,Missing in Bank
TXN-000706,2024-12-06,ACCT-571798,HSBC,943.61914,651.3367,Break,Missing in Bank
TXN-004295,2034-10-04,ACCT-474813,Chase,2133.5212,2009.9862,Match,
TXN-005577,2038-04-08,ACCT-807275,Citibank,-4.005131,-4.0973015,Match,
TXN-007167,2042-08-15,ACCT-449641,Chase,702.37756,685.35846,Break,Bank Error
TXN-008178,2045-05-22,ACCT-323614,Chase,-3.7166815,-2.8128288,Break,Missing in Books
TXN-000909,2025-06-27,ACCT-524126,HSBC,-2.4610133,-3.4052138,Match,
TXN-005194,2037-03-21,ACCT-017490,Citibank,-3.9471633,-3.9244895,Break,Timing Difference
TXN-003078,2031-06-05,ACCT-543337,Bank of America,-4.005636,-4.097636,Break,Duplicate Entry
TXN-009367,2048-08-23,ACCT-776038,Citibank,-1.42007,-1.7795454,Match,
TXN-000595,2024-08-17,ACCT-476578,Wells Fargo,-1.9122216,-1.7748302,Break,Fraudulent/Unauthorized
TXN-005305,2037-07-10,ACCT-231783,HSBC,2582.9668,2324.6208,Match,
TXN-000441,2024-03-16,ACCT-874462,Bank of America,-3.996402,-4.092362,Match,
TXN-007607,2043-10-29,ACCT-595508,HSBC,592.9469,511.1508,Match,
TXN-004093,2034-03-16,ACCT-622320,Bank of America,-4.005618,-4.0975657,Break,Fraudulent/Unauthorized
TXN-006135,2039-10-18,ACCT-843969,HSBC,1923.7518,1800.5417,Match,
TXN-000011,2023-01-11,ACCT-725449,Citibank,665.22534,778.51324,Match,
TXN-003777,2033-05-04,ACCT-950390,Chase,2836.954,2813.3813,Match,
TXN-009000,2047-08-22,ACCT-783920,Bank of America,-4.000954,-4.08792,Break,Duplicate Entry
TXN-003709,2033-02-25,ACCT-187772,Bank of America,23.319002,81.08333,Break,Amount Mismatch
TXN-003781,2033-05-08,ACCT-245792,Citibank,-3.8022778,-3.7577794,Break,Fraudulent/Unauthorized
TXN-000094,2023-04-04,ACCT-792919,HSBC,-4.003778,-4.0954123,Match,
TXN-009240,2048-04-18,ACCT-686498,Citibank,-3.6862588,-3.3134668,Break,Missing in Bank
TXN-003950,2033-10-24,ACCT-947323,Citibank,402.55,730.82886,Break,Missing in Books
TXN-005786,2038-11-03,ACCT-054883,Chase,-4.003655,-4.0949216,Match,
TXN-004871,2036-05-02,ACCT-797930,HSBC,-3.248629,-2.3948772,Break,Fraudulent/Unauthorized
TXN-004803,2036-02-24,ACCT-334411,Chase,-4.0045767,-4.0959744,Break,Missing in Books
TXN-004868,2036-04-29,ACCT-887002,Wells Fargo,-4.0035443,-4.096427,Match,
TXN-000293,2023-10-20,ACCT-719071,Citibank,-3.7359962,-3.7984967,Break,Missing in Bank
TXN-007889,2044-08-06,ACCT-563130,Citibank,20.64465,33.39394,Match,
TXN-007406,2043-04-11,ACCT-478137,Wells Fargo,-3.808857,-3.742089,Break,Fraudulent/Unauthorized
TXN-005596,2038-04-27,ACCT-302950,Wells Fargo,-4.0005927,-4.093195,Break,Fraudulent/Unauthorized
TXN-002887,2030-11-26,ACCT-635183,Citibank,-4.0056314,-4.0976324,Break,Duplicate Entry
TXN-006455,2040-09-02,ACCT-575659,Wells Fargo,37.051334,29.171707,Match,
TXN-002543,2029-12-17,ACCT-973920,Citibank,-3.992334,-4.0612144,Break,Fraudulent/Unauthorized
TXN-001766,2027-11-01,ACCT-218271,Wells Fargo,-3.984623,-4.064435,Break,Missing in Bank
TXN-006801,2041-08-14,ACCT-305400,Bank of America,-4.0053797,-4.097395,Match,
TXN-001878,2028-02-21,ACCT-335727,Chase,270.66794,330.52527,Match,
TXN-001982,2028-06-04,ACCT-302585,Citibank,-4.0050807,-4.0963917,Break,Duplicate Entry
TXN-009730,2049-08-21,ACCT-159169,Bank of America,-2.4668841,-3.1534534,Match,
TXN-009609,2049-04-22,ACCT-124153,Chase,353.02484,710.25085,Break,Fraudulent/Unauthorized
TXN-002686,2030-05-09,ACCT-488730,HSBC,6.61145,3.247071,Break,Missing in Books
TXN-008931,2047-06-14,ACCT-774638,Bank of America,-4.005581,-4.097528,Match,
TXN-003459,2032-06-20,ACCT-803151,HSBC,1.309235,5.7897043,Break,Amount Mismatch
TXN-004542,2035-06-08,ACCT-180132,Wells Fargo,-2.3474083,0.7871498,Break,Duplicate Entry
TXN-002179,2028-12-18,ACCT-645443,Wells Fargo,-1.6216077,-1.4770082,Break,Duplicate Entry
TXN-004451,2035-03-09,ACCT-582058,Citibank,2152.4805,2138.213,Match,
TXN-003860,2033-07-26,ACCT-989186,Chase,-0.93820107,1.2973264,Match,
TXN-007624,2043-11-15,ACCT-041626,Chase,-3.0508838,-3.5629392,Match,
TXN-007655,2043-12-16,ACCT-115629,Citibank,-4.001238,-4.07708,Break,Fraudulent/Unauthorized
TXN-004520,2035-05-17,ACCT-208102,Chase,-4.005636,-4.097636,Match,
TXN-002518,2029-11-22,ACCT-387674,Citibank,168.60596,181.66289,Break,Bank Error
TXN-004837,2036-03-29,ACCT-060662,Bank of America,106.079124,93.76054,Match,
TXN-002886,2030-11-25,ACCT-514562,Citibank,-3.991525,-4.077909,Match,
TXN-007282,2042-12-08,ACCT-319778,HSBC,-4.005636,-4.097636,Match,
TXN-006256,2040-02-16,ACCT-458199,Citibank,10.946309,25.714146,Break,Timing Difference
TXN-004540,2035-06-06,ACCT-225594,Bank of America,-4.0056357,-4.097636,Match,
TXN-005640,2038-06-10,ACCT-372764,Citibank,145.27698,232.68471,Match,
TXN-009460,2048-11-24,ACCT-369361,HSBC,-3.9958868,-4.0767674,Break,Fraudulent/Unauthorized
TXN-003482,2032-07-13,ACCT-037204,Chase,2450.6208,2470.1042,Match,
TXN-001278,2026-07-01,ACCT-622320,Citibank,-3.9992032,-4.0865235,Match,
TXN-003147,2031-08-13,ACCT-907151,Citibank,-4.0056286,-4.0976067,Break,Bank Error
TXN-008263,2045-08-15,ACCT-538534,HSBC,587.041,558.56494,Match,
TXN-003206,2031-10-11,ACCT-451540,Citibank,27.405851,48.85965,Break,Fraudulent/Unauthorized
TXN-009893,2050-01-31,ACCT-274074,Citibank,3.961079,28.977852,Break,Timing Difference
TXN-002743,2030-07-05,ACCT-204912,Citibank,1632.2245,1929.0265,Match,
TXN-006077,2039-08-21,ACCT-278809,Citibank,-4.0037384,-4.091654,Break,Missing in Bank
TXN-004048,2034-01-30,ACCT-698503,Chase,2471.4392,2299.953,Match,
TXN-005732,2038-09-10,ACCT-311202,Bank of America,-3.8858087,-3.9897003,Match,
TXN-002946,2031-01-24,ACCT-588731,HSBC,2827.923,2681.4478,Match,
TXN-005791,2038-11-08,ACCT-896299,Bank of America,-4.0047374,-4.0947022,Break,Missing in Books
TXN-006795,2041-08-08,ACCT-621414,Citibank,-2.6287932,5.130045,Break,Missing in Bank
TXN-006544,2040-11-30,ACCT-181779,Chase,-3.9969654,-4.070668,Break,Timing Difference
TXN-000701,2024-12-01,ACCT-971712,Bank of America,-2.0709534,0.37506756,Break,Duplicate Entry
TXN-003575,2032-10-14,ACCT-678061,Citibank,1687.086,1484.2446,Match,
TXN-007700,2044-01-30,ACCT-098126,Citibank,20.048767,68.83249,Break,Timing Difference
TXN-002516,2029-11-20,ACCT-157689,HSBC,-3.059037,-0.98178995,Break,Missing in Books
TXN-003001,2031-03-20,ACCT-936392,HSBC,44.683113,89.55266,Break,Amount Mismatch
TXN-005821,2038-12-08,ACCT-239288,Wells Fargo,-4.005636,-4.097636,Break,Duplicate Entry
TXN-008582,2046-06-30,ACCT-719443,Citibank,2780.5725,2491.3079,Match,
TXN-003685,2033-02-01,ACCT-243349,Chase,-4.0049887,-4.094859,Break,Missing in Bank
TXN-002996,2031-03-15,ACCT-684716,Chase,49.33604,58.411316,Match,
TXN-004253,2034-08-23,ACCT-521002,Wells Fargo,-3.8081872,-3.940896,Match,
TXN-003412,2032-05-04,ACCT-740002,Wells Fargo,44.14284,23.171543,Match,
TXN-007963,2044-10-19,ACCT-125037,Citibank,-4.005636,-4.097636,Match,
TXN-006310,2040-04-10,ACCT-403930,Bank of America,-4.005575,-4.0974946,Break,Missing in Books
TXN-008612,2046-07-30,ACCT-012494,Chase,2548.8555,2417.6694,Match,
TXN-005013,2036-09-21,ACCT-623945,Bank of America,-4.004665,-4.097259,Match,
TXN-007751,2044-03-21,ACCT-013115,Chase,-4.001493,-4.081904,Break,Missing in Bank
TXN-005980,2039-05-16,ACCT-227567,HSBC,-4.0050926,-4.096179,Break,Amount Mismatch
TXN-004049,2034-01-31,ACCT-704197,Chase,92.43425,90.296394,Match,
TXN-004900,2036-05-31,ACCT-048628,Wells Fargo,-3.5542464,-3.1784651,Break,Duplicate Entry
TXN-001319,2026-08-11,ACCT-693190,Chase,-4.0038643,-4.0931616,Break,Missing in Bank
TXN-009773,2049-10-03,ACCT-270302,HSBC,-4.005636,-4.097636,Break,Missing in Bank
TXN-009138,2048-01-07,ACCT-483791,Bank of America,-3.928878,-4.039117,Match,
TXN-007143,2042-07-22,ACCT-307037,Bank of America,-4.005629,-4.097616,Break,Amount Mismatch
TXN-001898,2028-03-12,ACCT-793670,Citibank,-4.004232,-4.0918603,Break,Timing Difference
TXN-007466,2043-06-10,ACCT-525152,Wells Fargo,-3.6686432,-3.494604,Break,Missing in Books
TXN-000604,2024-08-26,ACCT-231955,Chase,-4.003287,-4.0943055,Match,
