Transaction ID,Date,Account Number,Bank Name,Bank Statement Amount,Book Records Amount,Match Status,Amount_Difference,Predicted Break Reason
TXN-001765,2027-10-31,4697.0,Chase,5.5276175,22.78013,Break,-17.2525125,Fraudulent/Unauthorized
TXN-001767,2027-11-02,3782.0,Citibank,-4.005604,-4.0975957,Match,0.09199170000000034,No Break
TXN-001772,2027-11-07,-1.0,HSBC,1414.2102,1313.1853,Break,101.02489999999989,Missing in Books
TXN-001779,2027-11-14,-1.0,Bank of America,-4.0055118,-4.097352,Break,0.09184020000000004,Bank Error
TXN-001782,2027-11-17,3192.0,HSBC,-4.005636,-4.097636,Break,0.09199999999999964,Missing in Books
TXN-001788,2027-11-23,4392.0,Citibank,-3.8358111,-3.3214164,Break,-0.5143947,Missing in Bank
TXN-001793,2027-11-28,-1.0,Bank of America,33.132114,25.523186,Break,7.608928000000002,Amount Mismatch
TXN-001797,2027-12-02,-1.0,Citibank,46.825264,40.10072,Match,6.7245439999999945,No Break
TXN-001799,2027-12-04,-1.0,Bank of America,-4.005636,-4.097636,Break,0.09199999999999964,Bank Error
TXN-001803,2027-12-08,4469.0,Chase,1.3706077,-0.1149992,Match,1.4856069,No Break
TXN-001805,2027-12-10,-1.0,Citibank,-3.784733,-3.7700346,Match,-0.014698400000000333,No Break
TXN-001811,2027-12-16,-1.0,Chase,1281.5557,1321.8267,Match,-40.271000000000186,No Break
TXN-001815,2027-12-20,-1.0,Citibank,-3.7926326,-3.8839877,Match,0.09135509999999991,No Break
TXN-001817,2027-12-22,2991.0,Bank of America,0.7336625,11.323698,Match,-10.5900355,No Break
TXN-001822,2027-12-27,-1.0,Citibank,4.5792837,6.3666763,Match,-1.7873925999999996,No Break
TXN-001824,2027-12-29,-1.0,Chase,2494.0989,2387.525,Match,106.57389999999987,No Break
TXN-001827,2028-01-01,-1.0,Wells Fargo,-4.005636,-4.097636,Match,0.09199999999999964,No Break
TXN-001828,2028-01-02,3210.0,Citibank,433.81403,1011.1335,Match,-577.31947,No Break
TXN-001829,2028-01-03,-1.0,Chase,-4.005313,-4.097402,Match,0.09208899999999964,No Break
TXN-001837,2028-01-11,-1.0,Bank of America,-4.005635,-4.097632,Break,0.0919970000000001,Missing in Books
TXN-001839,2028-01-13,-1.0,Citibank,-4.0010185,-4.0922217,Match,0.09120319999999982,No Break
TXN-001842,2028-01-16,-1.0,Bank of America,-4.005539,-4.097408,Break,0.09186899999999998,Bank Error
TXN-001844,2028-01-18,-1.0,Citibank,-2.4061408,-0.91293275,Break,-1.4932080500000002,Missing in Bank
TXN-001847,2028-01-21,681.0,Citibank,-3.942669,-3.9168355,Break,-0.025833500000000065,Amount Mismatch
TXN-001853,2028-01-27,-1.0,Bank of America,-2.8643038,-0.94382536,Break,-1.9204784400000001,Amount Mismatch
TXN-001854,2028-01-28,4220.0,Bank of America,-4.0039196,-4.0912647,Break,0.08734510000000029,Bank Error
TXN-001855,2028-01-29,-1.0,Citibank,-4.0004544,-4.087683,Match,0.08722860000000043,No Break
TXN-001856,2028-01-30,-1.0,Citibank,-4.003029,-4.0902104,Break,0.08718140000000041,Amount Mismatch
TXN-001862,2028-02-05,-1.0,Citibank,244.61925,669.8127,Break,-425.19345,Timing Difference
TXN-001866,2028-02-09,2214.0,Citibank,55.07613,75.073494,Match,-19.997363999999997,No Break
TXN-001869,2028-02-12,-1.0,Chase,964.14374,796.6997,Match,167.44403999999997,No Break
TXN-001876,2028-02-19,-1.0,Citibank,-3.7254887,-2.3766663,Break,-1.3488224,Missing in Bank
TXN-001885,2028-02-28,2968.0,Citibank,22.021578,49.30437,Match,-27.282791999999997,No Break
TXN-001886,2028-02-29,2968.0,Chase,76.02992,242.38077,Break,-166.35085,Bank Error
TXN-001888,2028-03-02,2603.0,Bank of America,-2.7503116,-0.5514246,Break,-2.198887,Missing in Bank
TXN-001896,2028-03-10,4812.0,Bank of America,-4.004917,-4.0953546,Break,0.09043760000000045,Fraudulent/Unauthorized
TXN-001897,2028-03-11,4379.0,Bank of America,-4.0056324,-4.097634,Match,0.09200160000000057,No Break
TXN-001899,2028-03-13,-1.0,Chase,-3.8572896,-3.9452631,Match,0.08797349999999993,No Break
TXN-001900,2028-03-14,3723.0,Chase,118.94553,238.88551,Match,-119.93998,No Break
TXN-001901,2028-03-15,2650.0,Citibank,-4.0051785,-4.0972524,Match,0.09207389999999993,No Break
TXN-001905,2028-03-19,3509.0,Chase,2702.883,2262.7861,Match,440.0969,No Break
TXN-001907,2028-03-21,2839.0,Chase,1284.2252,1294.9862,Match,-10.760999999999967,No Break
TXN-001909,2028-03-23,3538.0,Bank of America,-4.005105,-4.0962343,Break,0.09112929999999952,Bank Error
TXN-001911,2028-03-25,2488.0,HSBC,-3.93642,-4.049264,Match,0.11284399999999994,No Break
TXN-001914,2028-03-28,-1.0,HSBC,2452.768,2465.5955,Break,-12.827499999999873,Fraudulent/Unauthorized
TXN-001918,2028-04-01,-1.0,Bank of America,-4.0056343,-4.097633,Break,0.09199870000000043,Missing in Bank
TXN-001926,2028-04-09,4774.0,Chase,-3.971256,-4.0705338,Match,0.09927779999999986,No Break
TXN-001928,2028-04-11,3486.0,HSBC,-4.005547,-4.0972457,Break,0.09169870000000024,Missing in Books
TXN-001930,2028-04-13,4439.0,Bank of America,-3.6209471,-3.8377564,Match,0.21680929999999998,No Break
TXN-001931,2028-04-14,-1.0,Chase,3.2282555,2.4722273,Match,0.7560281999999998,No Break
TXN-001932,2028-04-15,-1.0,Chase,-3.887953,-3.9915817,Match,0.1036286999999998,No Break
TXN-001934,2028-04-17,4899.0,Bank of America,-4.004598,-4.095081,Break,0.09048300000000076,Fraudulent/Unauthorized
TXN-001939,2028-04-22,-1.0,Chase,16.700264,29.754902,Match,-13.054638,No Break
TXN-001940,2028-04-23,1585.0,Chase,64.17087,117.46218,Match,-53.29131000000001,No Break
TXN-001950,2028-05-03,-1.0,Bank of America,-3.6575787,-2.3435304,Match,-1.3140483,No Break
TXN-001951,2028-05-04,2552.0,Citibank,1.8575767,6.42109,Break,-4.5635133,Missing in Bank
TXN-001954,2028-05-07,-1.0,Bank of America,-4.0056295,-4.09761,Break,0.09198050000000002,Bank Error
TXN-001959,2028-05-12,-1.0,Bank of America,-3.3416667,-2.447726,Break,-0.8939407000000004,Fraudulent/Unauthorized
TXN-001960,2028-05-13,-1.0,Wells Fargo,3.1022346,4.4241686,Break,-1.3219339999999997,Missing in Books
TXN-001961,2028-05-14,3035.0,Citibank,-3.888916,-3.9948618,Match,0.10594579999999976,No Break
TXN-001968,2028-05-21,3547.0,Citibank,-2.9502282,-3.2704237,Match,0.32019549999999963,No Break
TXN-001970,2028-05-23,783.0,HSBC,2169.4597,2160.8176,Break,8.642100000000028,Timing Difference
TXN-001971,2028-05-24,4872.0,Wells Fargo,-4.0054274,-4.0974116,Match,0.09198419999999974,No Break
TXN-001975,2028-05-28,2324.0,Chase,928.27136,1116.3385,Match,-188.0671400000001,No Break
TXN-001977,2028-05-30,1110.0,HSBC,-3.972645,-3.9684417,Break,-0.00420329999999991,Bank Error
TXN-001981,2028-06-03,-1.0,HSBC,-4.005598,-4.09762,Break,0.09202200000000005,Missing in Bank
TXN-001986,2028-06-08,-1.0,HSBC,2835.0173,2751.1538,Match,83.86349999999993,No Break
TXN-001987,2028-06-09,-1.0,Wells Fargo,-4.005613,-4.0976224,Match,0.09200939999999935,No Break
TXN-001991,2028-06-13,3897.0,Bank of America,-4.005636,-4.097636,Break,0.09199999999999964,Duplicate Entry
TXN-001992,2028-06-14,416.0,Citibank,-4.005573,-4.097591,Match,0.09201800000000038,No Break
TXN-001995,2028-06-17,147.0,Chase,1445.2549,1138.3652,Match,306.88969999999995,No Break
TXN-001998,2028-06-20,3360.0,Chase,-3.813409,-3.6054301,Match,-0.20797890000000008,No Break
TXN-001999,2028-06-21,-1.0,Bank of America,-2.738746,-0.49935237,Break,-2.23939363,Missing in Bank
TXN-002001,2028-06-23,-1.0,Citibank,-4.005636,-4.097636,Match,0.09199999999999964,No Break
TXN-002004,2028-06-26,4515.0,Citibank,2135.0488,2108.0295,Match,27.01929999999993,No Break
TXN-002010,2028-07-02,1167.0,Citibank,1447.5547,1500.8223,Match,-53.26760000000013,No Break
TXN-002011,2028-07-03,3165.0,Bank of America,-4.0021806,-4.093153,Match,0.09097240000000006,No Break
TXN-002015,2028-07-07,2116.0,Chase,222.89362,466.34555,Break,-243.45193,Duplicate Entry
TXN-002024,2028-07-16,-1.0,Wells Fargo,860.1069,680.20526,Match,179.90164000000004,No Break
TXN-002027,2028-07-19,1086.0,Chase,32.591385,105.374664,Break,-72.783279,Duplicate Entry
TXN-002028,2028-07-20,-1.0,HSBC,176.14606,115.805954,Break,60.340106000000006,Duplicate Entry
TXN-002033,2028-07-25,4182.0,Bank of America,-4.005496,-4.0968766,Match,0.09138059999999992,No Break
TXN-002034,2028-07-26,4568.0,Bank of America,-4.005636,-4.097636,Break,0.09199999999999964,Bank Error
TXN-002038,2028-07-30,1464.0,Bank of America,-4.005636,-4.097636,Match,0.09199999999999964,No Break
TXN-002044,2028-08-05,-1.0,Citibank,-2.6034908,1.0210708,Break,-3.6245616,Missing in Bank
TXN-002045,2028-08-06,-1.0,Citibank,-3.9918547,-4.0857153,Match,0.09386060000000018,No Break
TXN-002048,2028-08-09,4428.0,Citibank,-4.0056114,-4.097577,Break,0.09196559999999998,Bank Error
TXN-002049,2028-08-10,-1.0,Citibank,120.15017,164.46779,Match,-44.317620000000005,No Break
TXN-002050,2028-08-11,-1.0,HSBC,-4.0056257,-4.0976186,Break,0.09199289999999927,Bank Error
TXN-002051,2028-08-12,-1.0,HSBC,-3.728249,-3.6061368,Break,-0.12211220000000012,Missing in Books
TXN-002052,2028-08-13,2699.0,Bank of America,23.785788,59.59078,Break,-35.804992,Missing in Bank
TXN-002057,2028-08-18,477.0,Citibank,0.3757051,-0.8175026,Match,1.1932076999999999,No Break
TXN-002061,2028-08-22,-1.0,HSBC,-3.9831986,-4.0427356,Break,0.05953700000000017,Duplicate Entry
TXN-002063,2028-08-24,4672.0,Chase,2773.2449,2668.341,Match,104.90390000000025,No Break
TXN-002065,2028-08-26,-1.0,HSBC,708.6608,962.19165,Break,-253.53085,Missing in Bank
TXN-002066,2028-08-27,-1.0,HSBC,29.197107,16.348724,Match,12.848382999999998,No Break
TXN-002067,2028-08-28,3912.0,Citibank,0.6987213,5.501198,Match,-4.8024767,No Break
TXN-002072,2028-09-02,-1.0,Bank of America,-4.00553,-4.097434,Break,0.09190399999999954,Missing in Books
TXN-002074,2028-09-04,2014.0,Bank of America,-4.005494,-4.097518,Match,0.09202400000000033,No Break
TXN-002075,2028-09-05,2795.0,Chase,-4.0056314,-4.0976343,Match,0.09200289999999978,No Break
TXN-002080,2028-09-10,-1.0,Chase,-3.9660695,-4.0669365,Match,0.1008669999999996,No Break
TXN-002083,2028-09-13,2339.0,HSBC,527.57697,438.0921,Match,89.48486999999994,No Break
TXN-002086,2028-09-16,1208.0,Wells Fargo,-2.1280982,0.91739166,Break,-3.04548986,Missing in Bank
TXN-002091,2028-09-21,-1.0,Bank of America,-4.005636,-4.097636,Match,0.09199999999999964,No Break
TXN-002097,2028-09-27,-1.0,Citibank,-3.9629958,-4.03976,Match,0.0767642000000004,No Break
TXN-002098,2028-09-28,-1.0,Citibank,-4.005634,-4.09763,Break,0.09199599999999997,Duplicate Entry
TXN-002103,2028-10-03,3025.0,HSBC,12.229748,6.990053,Break,5.239695000000001,Missing in Bank
TXN-002106,2028-10-06,4180.0,Chase,-2.1791599,4.275243,Match,-6.4544029,No Break
TXN-002107,2028-10-07,2739.0,Bank of America,-3.9504304,-3.9198282,Break,-0.030602200000000135,Missing in Bank
TXN-002114,2028-10-14,4923.0,Citibank,-3.5532405,-3.2075462,Break,-0.3456942999999999,Fraudulent/Unauthorized
TXN-002117,2028-10-17,4050.0,Citibank,-2.0602696,1.01101,Break,-3.0712795999999996,Duplicate Entry
TXN-002121,2028-10-21,2937.0,HSBC,-3.9946852,-4.0765667,Break,0.08188149999999972,Bank Error
TXN-002126,2028-10-26,4414.0,Citibank,-3.8983486,-3.8254812,Break,-0.0728673999999998,Duplicate Entry
TXN-002131,2028-10-31,2321.0,Chase,-3.9068859,-4.0349984,Match,0.1281125000000003,No Break
TXN-002137,2028-11-06,-1.0,Citibank,-0.92222774,0.24076019,Match,-1.16298793,No Break
TXN-002138,2028-11-07,2821.0,Bank of America,-2.0513349,-2.7448976,Match,0.6935626999999998,No Break
TXN-002140,2028-11-09,624.0,Bank of America,369.83655,800.3178,Break,-430.48125000000005,Timing Difference
TXN-002142,2028-11-11,890.0,HSBC,-4.0013433,-4.093382,Break,0.0920386999999998,Timing Difference
TXN-002144,2028-11-13,3613.0,Bank of America,-3.9489522,-3.876982,Break,-0.07197019999999998,Bank Error
TXN-002149,2028-11-18,-1.0,Chase,-4.005271,-4.0956416,Break,0.09037060000000086,Fraudulent/Unauthorized
TXN-002157,2028-11-26,-1.0,HSBC,-4.005619,-4.0976033,Break,0.09198430000000002,Bank Error
TXN-002160,2028-11-29,-1.0,Citibank,-3.9965289,-4.086922,Break,0.09039310000000045,Bank Error
TXN-002161,2028-11-30,-1.0,Citibank,-1.882017,3.1003377,Break,-4.9823547,Missing in Books
TXN-002163,2028-12-02,-1.0,Citibank,4.332144,35.5255,Break,-31.193356,Missing in Bank
TXN-002172,2028-12-11,2555.0,Chase,-3.3998752,-1.2280091,Break,-2.1718661,Fraudulent/Unauthorized
TXN-002180,2028-12-19,-1.0,Chase,-0.5335964,-1.3911291,Match,0.8575326999999999,No Break
TXN-002181,2028-12-20,3233.0,Bank of America,-4.0042515,-4.095766,Match,0.09151450000000061,No Break
TXN-002191,2028-12-30,-1.0,Chase,16.929226,35.590866,Break,-18.66164,Amount Mismatch
TXN-002193,2029-01-01,-1.0,Chase,-4.005569,-4.0975423,Match,0.09197329999999937,No Break
TXN-002194,2029-01-02,4744.0,Bank of America,-2.5507052,-0.81431997,Break,-1.7363852299999998,Missing in Bank
TXN-002197,2029-01-05,-1.0,Bank of America,-4.005636,-4.097636,Break,0.09199999999999964,Bank Error
TXN-002199,2029-01-07,1157.0,Bank of America,-2.519024,-1.0511113,Match,-1.4679126999999998,No Break
TXN-002201,2029-01-09,-1.0,Citibank,-2.6028056,-2.5622725,Break,-0.04053309999999977,Missing in Bank
TXN-002204,2029-01-12,2451.0,Citibank,0.18148217,22.00872,Break,-21.82723783,Timing Difference
TXN-002205,2029-01-13,-1.0,Chase,2377.305,2548.22,Break,-170.91499999999996,Missing in Books
TXN-002206,2029-01-14,4765.0,Chase,13.657581,22.981398,Break,-9.323816999999998,Fraudulent/Unauthorized
TXN-002212,2029-01-20,147.0,Wells Fargo,-2.759164,-1.9414626,Break,-0.8177014000000002,Bank Error
TXN-002217,2029-01-25,4243.0,Citibank,-3.9791918,-4.06769,Match,0.08849819999999964,No Break
TXN-002220,2029-01-28,-1.0,HSBC,-4.005636,-4.097636,Match,0.09199999999999964,No Break
TXN-002221,2029-01-29,-1.0,Citibank,601.18427,893.8093,Break,-292.62503000000004,Duplicate Entry
TXN-002231,2029-02-08,-1.0,Citibank,-3.9203196,-4.019488,Break,0.09916839999999993,Fraudulent/Unauthorized
TXN-002239,2029-02-16,4830.0,HSBC,974.25104,1311.7343,Break,-337.4832600000001,Missing in Bank
TXN-002244,2029-02-21,883.0,HSBC,2886.4224,2769.1414,Match,117.28099999999995,No Break
TXN-002248,2029-02-25,1348.0,Wells Fargo,2.7429788,8.88503,Break,-6.142051200000001,Missing in Bank
TXN-002256,2029-03-05,-1.0,Wells Fargo,-3.9866338,-4.0849533,Match,0.09831949999999967,No Break
TXN-002257,2029-03-06,3011.0,Citibank,-4.0031204,-4.0955143,Break,0.09239389999999936,Fraudulent/Unauthorized
TXN-002258,2029-03-07,-1.0,Bank of America,-3.995931,-4.089567,Match,0.09363599999999961,No Break
TXN-002266,2029-03-15,-1.0,Wells Fargo,-1.8424507,-2.1076694,Break,0.2652186999999997,Duplicate Entry
TXN-002268,2029-03-17,887.0,Wells Fargo,-3.9675326,-4.066653,Match,0.09912039999999944,No Break
TXN-002270,2029-03-19,-1.0,Bank of America,-3.9919958,-4.0830836,Match,0.09108779999999994,No Break
TXN-002275,2029-03-24,-1.0,Chase,0.07579979,0.7611402,Match,-0.68534041,No Break
TXN-002279,2029-03-28,4385.0,Wells Fargo,-4.004205,-4.094736,Break,0.09053100000000036,Missing in Bank
TXN-002280,2029-03-29,5044.0,Citibank,-3.688531,-3.7072039,Match,0.018672900000000325,No Break
TXN-002282,2029-03-31,1105.0,Bank of America,-4.0055995,-4.0975475,Break,0.09194800000000036,Bank Error
TXN-002286,2029-04-04,3179.0,HSBC,2047.97,2151.756,Break,-103.78599999999983,Amount Mismatch
TXN-002290,2029-04-08,-1.0,HSBC,2.1955917,1.4064201,Match,0.7891716,No Break
TXN-002291,2029-04-09,524.0,Bank of America,-4.0050354,-4.097246,Match,0.09221060000000048,No Break
TXN-002294,2029-04-12,2848.0,Chase,9.045694,36.605885,Break,-27.560191000000003,Timing Difference
TXN-002296,2029-04-14,-1.0,Bank of America,-4.0055118,-4.0972166,Break,0.09170480000000047,Missing in Bank
TXN-002298,2029-04-16,-1.0,HSBC,375.66013,223.39624,Match,152.26388999999998,No Break
TXN-002308,2029-04-26,2638.0,Chase,1.8870305,14.97741,Break,-13.090379500000001,Duplicate Entry
TXN-002316,2029-05-04,-1.0,Chase,1878.7401,1750.1085,Match,128.63159999999993,No Break
TXN-002321,2029-05-09,3607.0,HSBC,-3.9998605,-4.094294,Match,0.09443349999999961,No Break
TXN-002323,2029-05-11,-1.0,Chase,-3.8101127,-3.4180424,Match,-0.39207029999999987,No Break
TXN-002325,2029-05-13,-1.0,HSBC,2624.9238,2360.7869,Match,264.13689999999997,No Break
TXN-002326,2029-05-14,3480.0,Bank of America,-4.003497,-4.0956254,Match,0.0921284,No Break
TXN-002327,2029-05-15,-1.0,Bank of America,-3.954494,-4.0011153,Match,0.04662130000000042,No Break
TXN-002328,2029-05-16,-1.0,Bank of America,-4.0056033,-4.0975595,Break,0.09195620000000027,Bank Error
TXN-002332,2029-05-20,-1.0,Citibank,-4.005635,-4.09763,Break,0.09199499999999983,Timing Difference
TXN-002337,2029-05-25,-1.0,Citibank,-3.3837717,-1.492083,Match,-1.8916887,No Break
TXN-002344,2029-06-01,-1.0,Chase,200.07973,156.259,Match,43.820730000000026,No Break
TXN-002350,2029-06-07,-1.0,Citibank,-1.854751,0.6010941,Break,-2.4558451,Timing Difference
TXN-002353,2029-06-10,3074.0,Citibank,-4.005636,-4.097636,Match,0.09199999999999964,No Break
TXN-002354,2029-06-11,3820.0,Wells Fargo,-4.005609,-4.097622,Match,0.09201300000000057,No Break
TXN-002356,2029-06-13,-1.0,Citibank,-4.0053577,-4.0965075,Break,0.09114980000000017,Fraudulent/Unauthorized
TXN-002357,2029-06-14,3663.0,Citibank,-4.005636,-4.097636,Break,0.09199999999999964,Duplicate Entry
TXN-002360,2029-06-17,-1.0,Bank of America,-4.005636,-4.097636,Break,0.09199999999999964,Missing in Books
TXN-002362,2029-06-19,-1.0,Wells Fargo,-4.004509,-4.0953665,Break,0.09085750000000026,Fraudulent/Unauthorized
TXN-002366,2029-06-23,1845.0,HSBC,-4.0027957,-4.096019,Match,0.09322330000000001,No Break
TXN-002368,2029-06-25,-1.0,Citibank,-3.9482064,-3.935058,Break,-0.013148399999999949,Amount Mismatch
TXN-002369,2029-06-26,4910.0,Citibank,-3.8310664,-3.9595025,Match,0.12843610000000005,No Break
TXN-002372,2029-06-29,2957.0,Bank of America,-4.005373,-4.096917,Break,0.09154400000000074,Bank Error
TXN-002377,2029-07-04,1112.0,Chase,848.98627,934.17334,Break,-85.18707000000006,Amount Mismatch
TXN-002380,2029-07-07,-1.0,Citibank,2265.7654,2324.5544,Match,-58.78899999999976,No Break
TXN-002382,2029-07-09,3117.0,Citibank,-2.469114,1.4357375,Break,-3.9048515,Fraudulent/Unauthorized
TXN-002383,2029-07-10,3125.0,HSBC,1119.5155,1341.9836,Break,-222.46810000000005,Fraudulent/Unauthorized
TXN-002384,2029-07-11,4664.0,Bank of America,-2.436026,0.27985796,Break,-2.71588396,Missing in Bank
TXN-002386,2029-07-13,2328.0,Bank of America,-3.7226598,-3.870907,Match,0.1482471999999997,No Break
TXN-002394,2029-07-21,-1.0,Citibank,0.92725885,8.443436,Match,-7.51617715,No Break
TXN-002396,2029-07-23,4727.0,Bank of America,-4.0056353,-4.097635,Match,0.09199970000000057,No Break
TXN-002397,2029-07-24,-1.0,Chase,555.30273,1038.841,Break,-483.5382699999999,Missing in Bank
TXN-002401,2029-07-28,-1.0,Chase,-4.0053935,-4.0974665,Match,0.09207300000000007,No Break
TXN-002404,2029-07-31,-1.0,Bank of America,-3.9605122,-4.0557923,Match,0.09528010000000009,No Break
TXN-002409,2029-08-05,-1.0,HSBC,-3.9873762,-4.0522714,Break,0.06489520000000049,Timing Difference
TXN-002420,2029-08-16,3133.0,Bank of America,488.47934,562.36444,Match,-73.88509999999997,No Break
TXN-002422,2029-08-18,-1.0,Bank of America,-3.6306567,-2.6038487,Match,-1.026808,No Break
TXN-002427,2029-08-23,-1.0,Chase,34.965725,54.38376,Match,-19.418035000000003,No Break
TXN-002428,2029-08-24,627.0,Wells Fargo,-3.9699626,-3.9787574,Break,0.008794799999999992,Amount Mismatch
TXN-002429,2029-08-25,2636.0,Bank of America,802.01904,658.5916,Match,143.42744000000005,No Break
TXN-002431,2029-08-27,-1.0,Bank of America,-4.005636,-4.097636,Break,0.09199999999999964,Fraudulent/Unauthorized
TXN-002434,2029-08-30,-1.0,Citibank,-3.508369,-3.6787145,Match,0.17034549999999982,No Break
TXN-002443,2029-09-08,-1.0,Bank of America,-4.0051236,-4.096308,Break,0.0911843999999995,Missing in Bank
TXN-002444,2029-09-09,3220.0,Bank of America,-3.8903234,-3.934711,Break,0.04438759999999986,Timing Difference
TXN-002445,2029-09-10,-1.0,Wells Fargo,-4.00131,-4.094167,Match,0.09285699999999952,No Break
TXN-002449,2029-09-14,-1.0,Citibank,8.729666,39.718998,Match,-30.989331999999997,No Break
TXN-002453,2029-09-18,2849.0,Wells Fargo,-4.005574,-4.097572,Break,0.09199800000000025,Missing in Books
TXN-002455,2029-09-20,-1.0,HSBC,-4.005636,-4.097636,Break,0.09199999999999964,Duplicate Entry
TXN-002461,2029-09-26,-1.0,Bank of America,-3.997239,-4.076825,Match,0.07958600000000038,No Break
TXN-002462,2029-09-27,-1.0,HSBC,717.5212,685.3377,Break,32.18349999999998,Missing in Bank
TXN-002467,2029-10-02,863.0,Chase,-4.005602,-4.0975537,Break,0.09195170000000008,Missing in Bank
TXN-002469,2029-10-04,1804.0,HSBC,2426.0945,2330.7087,Break,95.38580000000002,Missing in Books
TXN-002470,2029-10-05,-1.0,Bank of America,-4.0015635,-4.08662,Match,0.08505650000000031,No Break
TXN-002473,2029-10-08,-1.0,Bank of America,-4.005229,-4.096601,Break,0.09137199999999979,Duplicate Entry
TXN-002476,2029-10-11,3638.0,Citibank,-1.6254154,3.481991,Break,-5.1074064,Missing in Books
TXN-002480,2029-10-15,2852.0,HSBC,375.8349,264.16095,Match,111.67394999999999,No Break
TXN-002483,2029-10-18,4546.0,Bank of America,-1.730472,-2.0471606,Match,0.3166886000000002,No Break
TXN-002490,2029-10-25,-1.0,Bank of America,-3.8723233,-3.8537016,Break,-0.018621700000000185,Missing in Bank
TXN-002492,2029-10-27,4931.0,Citibank,-3.951733,-4.0430465,Match,0.09131350000000005,No Break
TXN-002494,2029-10-29,3378.0,Citibank,0.88317764,0.67171276,Break,0.21146487999999997,Missing in Books
TXN-002495,2029-10-30,-1.0,HSBC,172.49393,237.85925,Break,-65.36532,Missing in Bank
TXN-002497,2029-11-01,996.0,Bank of America,-3.9695256,-4.0220532,Match,0.05252760000000034,No Break
TXN-002502,2029-11-06,-1.0,Chase,2.8332798,1.1486934,Match,1.6845864000000002,No Break
TXN-002503,2029-11-07,-1.0,Citibank,7.825015,6.964801,Match,0.860214,No Break
TXN-002505,2029-11-09,-1.0,HSBC,1645.7179,1702.4082,Break,-56.69029999999998,Missing in Books
TXN-002508,2029-11-12,-1.0,Bank of America,-3.503518,-3.6433403,Match,0.13982230000000007,No Break
TXN-002512,2029-11-16,-1.0,Chase,-3.9656198,-4.0779076,Match,0.11228779999999983,No Break
TXN-002513,2029-11-17,842.0,Citibank,-4.0047135,-4.094328,Break,0.08961449999999971,Timing Difference
TXN-002521,2029-11-25,-1.0,Bank of America,-4.0051327,-4.096137,Break,0.09100429999999982,Missing in Bank
TXN-002525,2029-11-29,1326.0,Citibank,219.73152,535.3719,Break,-315.64038,Fraudulent/Unauthorized
TXN-002528,2029-12-02,3120.0,Wells Fargo,146.28676,300.9174,Break,-154.63064,Duplicate Entry
TXN-002529,2029-12-03,940.0,Bank of America,24.060629,100.02072,Break,-75.960091,Duplicate Entry
TXN-002530,2029-12-04,-1.0,HSBC,511.07944,610.9779,Break,-99.89846,Missing in Bank
TXN-002531,2029-12-05,-1.0,Citibank,299.61514,467.9442,Match,-168.32906000000003,No Break
TXN-002539,2029-12-13,-1.0,Wells Fargo,-3.3130379,-3.4816113,Break,0.1685734000000001,Missing in Books
TXN-002540,2029-12-14,457.0,Chase,-3.9441116,-4.0631027,Match,0.11899110000000013,No Break
TXN-002542,2029-12-16,3329.0,Citibank,218.36089,204.54077,Match,13.820120000000003,No Break
TXN-002545,2029-12-19,-1.0,HSBC,25.25077,23.277655,Break,1.973115,Amount Mismatch
TXN-002547,2029-12-21,-1.0,Chase,-3.9755213,-4.0659184,Match,0.09039710000000012,No Break
TXN-002548,2029-12-22,-1.0,Bank of America,-3.275285,-3.5912297,Match,0.3159447000000002,No Break
TXN-002552,2029-12-26,-1.0,Citibank,-4.005585,-4.097464,Break,0.09187900000000049,Bank Error
TXN-002556,2029-12-30,4183.0,Citibank,-4.005627,-4.0976152,Break,0.0919882000000003,Duplicate Entry
TXN-002557,2029-12-31,318.0,HSBC,-4.005636,-4.097636,Break,0.09199999999999964,Duplicate Entry
TXN-002558,2030-01-01,4985.0,Chase,219.27153,704.44977,Break,-485.17823999999996,Bank Error
TXN-002559,2030-01-02,-1.0,Bank of America,-4.0056357,-4.0976353,Break,0.09199960000000029,Duplicate Entry
TXN-002561,2030-01-04,2224.0,HSBC,1910.5499,1868.8274,Break,41.72250000000008,Duplicate Entry
TXN-002563,2030-01-06,-1.0,Citibank,-3.9116178,-3.5847466,Break,-0.32687120000000025,Fraudulent/Unauthorized
TXN-002564,2030-01-07,-1.0,Bank of America,-4.0055556,-4.097577,Match,0.09202140000000014,No Break
TXN-002568,2030-01-11,4919.0,Wells Fargo,-1.9426755,-0.035308503,Break,-1.907366997,Amount Mismatch
TXN-002569,2030-01-12,1589.0,Chase,-4.0052967,-4.096587,Break,0.09129030000000071,Missing in Books
TXN-002574,2030-01-17,-1.0,Bank of America,-3.9273682,-4.040671,Match,0.11330279999999959,No Break
TXN-002582,2030-01-25,-1.0,Chase,26.691202,44.08479,Match,-17.393587999999998,No Break
TXN-002584,2030-01-27,-1.0,Bank of America,-4.0020857,-4.0905833,Match,0.08849759999999929,No Break
TXN-002591,2030-02-03,1253.0,HSBC,2497.9534,1997.074,Match,500.8793999999998,No Break
TXN-002592,2030-02-04,3500.0,Chase,-4.0009084,-4.085936,Break,0.08502760000000009,Timing Difference
TXN-002594,2030-02-06,585.0,HSBC,9.537169,30.892197,Break,-21.355027999999997,Missing in Books
TXN-002598,2030-02-10,1274.0,Chase,2631.3179,2677.3796,Match,-46.0617000000002,No Break
